"Signatura";"Cod. Estado";"Estado";"Cod. Categoria";"Categoria";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"Comarca";"CP";"Direccion";"Cod. Tipo Via";"Tipo Via";"Via";"Numero";"Email";"Web";"Cod. Grupo";"Grupo";"Cod. Modalidad";"Modalidad";"Habitaciones";"Plazas";"Cod. Cadena";"Cadena";"Fecha Alta";"Fecha Baja";"Periodo";"Dias periodo";
"CV H01047 A";"B";"BAJA";"0";"PENSI?N";"DE LAS AGUILAS";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CARRETERA ALBIR,ZONA 2-C/RIU GIRONA,1, 000";"CR";"CARRETERA";"ALBIR,ZONA 2-C/RIU GIRONA,1";"000"; ; ;"P";"PENSI?N";"P";"PENSI?N";"7";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/02/1987";"10/11/1997";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00650 A";"A";"ALTA";"1";"1 ESTRELLA";"EL TIBUR?N";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE NEPTUNO, 19";"C";"CALLE";"NEPTUNO";"19";"ntiburon@ctv.es";"http://www.ctv.es/users/ntiburon";"HS";"HOSTAL";"HS";"HOSTAL";"17";"34";"NCD";"NO PERTENECE A NINGUNA CADENA";"01/02/1969"; ;"01/02 - 31/10";"De Lunes a Domingo"
"CV H01405 A";"A";"ALTA";"1";"1 ESTRELLA";"ENTRE NARANJOS Y FLORES";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE INSULA BARATARIA, 3";"C";"CALLE";"INSULA BARATARIA";"3";"mayeragnes774@gmail.com"; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"3";"5";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/01/2013"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00945 A";"A";"ALTA";"2";"2 ESTRELLAS";"EUROPA";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03581";"AVENIDA EUROPA, 161";"AV";"AVENIDA";"EUROPA";"161";"hoteleuropa@grupo-munoz.com"; ;"H";"HOTEL";"H";"HOTEL";"42";"84";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/10/1975"; ;"01/06 - 15/10";"De Lunes a Domingo"
"CV H01281 A";"A";"ALTA";"4";"4 ESTRELLAS";"KAKTUS ALBIR";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03581";"PASEO DE LAS ESTRELLLAS (PLAYA EL ALBIR), 11";"PA";"PASEO";"DE LAS ESTRELLLAS (PLAYA EL ALBIR)";"11";"kaktusalbir@kaktusgrup.com";"http://www.kaktusgrup.com";"H";"HOTEL";"H";"HOTEL";"203";"413";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/09/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01361 A";"A";"ALTA";"1";"1 ESTRELLA";"L' ALF?S OASIS HOTEL & APARTMENTS";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE HELECHO   (URB. FOYA BLANCA), 2";"C";"CALLE";"HELECHO   (URB. FOYA BLANCA)";"2";"administracion@lalfasoasis.com  lafasoasis@gmail.com";"http://www.reuma-sol.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"76";"204";"NCD";"NO PERTENECE A NINGUNA CADENA";"24/11/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01120 A";"A";"ALTA";"1";"1 ESTRELLA";"LA RIVIERA";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CAMINO CAMI VELL DEL FAR, 1";"CM";"CAMINO";"CAMI VELL DEL FAR";"1";"hotellariviera@terra.es";"http://hotellariviera.es";"H";"HOTEL";"H";"HOTEL";"16";"32";"NCD";"NO PERTENECE A NINGUNA CADENA";"23/05/1993"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00930 A";"B";"BAJA";"1";"1 ESTRELLA";"MENDOZA";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE MADRID, 2";"C";"CALLE";"MADRID";"2"; ;"http://www.mendoza.gastro@ctv.es";"H";"HOTEL";"H";"HOTEL";"33";"62";"NCD";"NO PERTENECE A NINGUNA CADENA";"20/03/1975";"02/05/2003";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00371 A";"A";"ALTA";"3";"3 ESTRELLAS";"MOLI, EL";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE CALVARIO, 12";"C";"CALLE";"CALVARIO";"12"; ; ;"H";"HOTEL";"H";"HOTEL";"13";"26";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/11/1963"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01065 A";"A";"ALTA";"0";"PENSI?N";"NIAGARA";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE L'HORT, 5";"C";"CALLE";"L'HORT";"5"; ; ;"P";"PENSI?N";"P";"PENSI?N";"27";"49";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/05/1986"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00539 A";"B";"BAJA";"1";"1 ESTRELLA";"NIZA";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE LA FERRER?A, 15";"C";"CALLE";"LA FERRER?A";"15";"hostalniza@hostalniza.net"; ;"HS";"HOSTAL";"HS";"HOSTAL";"24";"42";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/10/1966";"30/09/2013";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00969 A";"A";"ALTA";"2";"2 ESTRELLAS";"NOGUERA";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"AVENIDA  EUROPA, 210";"AV";"AVENIDA";"EUROPA";"210";"info@hotelnoguera.es";"http://www.hotelnoguera.es";"H";"HOTEL";"H";"HOTEL";"35";"67";"NCD";"NO PERTENECE A NINGUNA CADENA";"20/09/1976"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01395 A";"A";"ALTA";"1";"1 ESTRELLA";"PRINCESS GARDEN RESORT";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE MIGUEL ANGEL, 2";"C";"CALLE";"MIGUEL ANGEL";"2";"loli@miramonmendi.com"; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"28";"66";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/05/2011"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01315 A";"B";"BAJA";"1";"1 ESTRELLA";"PRINCESS GARDEN RESORT";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CALLE MIGUEL ANGEL, URB. PUERTO AZUL, 2";"C";"CALLE";"MIGUEL ANGEL, URB. PUERTO AZUL";"2"; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"28";"66";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/09/2005";"30/09/2010";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01255 A";"A";"ALTA";"3";"3 ESTRELLAS";"ROBERPALAS";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03581";"CALLE JUPITER, 2";"C";"CALLE";"JUPITER";"2"; ; ;"H";"HOTEL";"H";"HOTEL";"82";"164";"NCD";"NO PERTENECE A NINGUNA CADENA";"25/11/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01365 A";"A";"ALTA";"5";"5 ESTRELLAS";"SHA WELLNESS CLINIC";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03581";"CALLE VERDEROL, 5 -  L'ALBIR";"C";"CALLE";"VERDEROL, 5 -  L'ALBIR"; ;"info@shawellnessclinic.com";"https://shawellnessclinic.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"88";"239";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/02/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01363 A";"A";"ALTA";"4";"4 ESTRELLAS";"SUN PALACE ALBIR HOTEL & SPA";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03581";"CALLE H?RCULES, 1";"C";"CALLE";"H?RCULES";"1";"info@hotelsunpalacealbir.com";"http://www.hotelsunpalacealbir.com";"H";"HOTEL";"H";"HOTEL";"215";"432";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/01/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00949 A";"A";"ALTA";"1";"1 ESTRELLA";"VENTORRILLO";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"CARRETERA ALICANTE VALENCIA KM 152";"CR";"CARRETERA";"ALICANTE VALENCIA KM 152"; ; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"19";"35";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/01/1976"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01268 A";"A";"ALTA";"1";"1 ESTRELLA";"VIDALBIR";"03";"ALACANT";"011";"L'ALF?S DEL PI";"LA MARINA BAIXA";"03580";"PLAZA VENUS, 7";"PL";"PLAZA";"VENUS";"7";"venusalbir@venusalbir.com";"http://www.venusalbir.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"24";"48";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/03/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01430 A";"A";"ALTA";"2";"2 ESTRELLAS";"ALGORFA";"03";"ALACANT";"012";"ALGORFA";"EL BAIX SEGURA/LA VEGA BAJA";"03169";"CALLE PABLO PICASSO, 1";"C";"CALLE";"PABLO PICASSO";"1";"katy1971@outlook.com"; ;"H";"HOTEL";"H";"HOTEL";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/10/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01208 A";"B";"BAJA";"3";"3 ESTRELLAS";"ALGORFA";"03";"ALACANT";"012";"ALGORFA";"EL BAIX SEGURA/LA VEGA BAJA";"03169";"CALLE PABLO PICASSO, 1";"C";"CALLE";"PABLO PICASSO";"1";"hotelalgorfa@terra.es";"http://www.algorfa.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"27";"54";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/11/2000";"29/03/2004";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01375 A";"A";"ALTA";"5";"5 ESTRELLAS";"LA FINCA GOLF& SPA RESORT";"03";"ALACANT";"012";"ALGORFA";"EL BAIX SEGURA/LA VEGA BAJA";"03169";"CARRETERA ALGORFA-LOS MONTESINOS, KM. 3";"CR";"CARRETERA";"ALGORFA-LOS MONTESINOS, KM. 3"; ;"reservas@lafincagolfresort.com";"http://lafincagolfresort.com";"H";"HOTEL";"H";"HOTEL";"120";"246";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/11/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01434 A";"A";"ALTA"; ; ;"EL JARDIN DE LAS ERAS";"03";"ALACANT";"013";"ALGUE?A";"EL VINALOPO MITJA/EL VINALOPO";"03668";"PLAZA DE LAS ERAS, 12";"PL";"PLAZA";"DE LAS ERAS";"12";"reservas@eljardindelaseras.es";"http://eljardindelaseras.es";"HS";"HOSTAL"; ; ;"8";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/12/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01326 A";"A";"ALTA";"4";"4 ESTRELLAS";"AC HOTEL ALICANTE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03008";"AVENIDA DE ELCHE, 3";"AV";"AVENIDA";"DE ELCHE";"3";"acalicante@ac-hotels.com";"http://www.ac-hotels.com";"H";"HOTEL";"H";"HOTEL";"187";"372";"ACH";"AC HOTELES";"17/07/2006"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00979 A";"A";"ALTA";"3";"3 ESTRELLAS";"ALBAHIA ALICANTE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03016";"CALLE SOL NACIENTE, 06";"C";"CALLE";"SOL NACIENTE";"06";"hotelalbahia@albahia.com";"http://www.albahia.com";"H";"HOTEL";"H";"HOTEL";"93";"194";"SEC";"SERCOTEL";"14/09/1977"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01522 A";"A";"ALTA"; ; ;"ALBEROLA ROMERO";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"CALLE ALBEROLA ROMERO, 4-2?D";"C";"CALLE";"ALBEROLA ROMERO";"4-2?D";"d_iren@mail.ru"; ;"P";"PENSI?N"; ; ;"2";"4";"NCD";"NO PERTENECE A NINGUNA CADENA";"31/10/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01205 A";"A";"ALTA";"0";"PENSI?N";"ALEMANIA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03003";"CALLE ALEMANIA, 15-ENTLO.";"C";"CALLE";"ALEMANIA";"15-ENTLO.";"pensionalemania@outlook.es"; ;"P";"PENSI?N";"P";"PENSI?N";"8";"13";"NCD";"NO PERTENECE A NINGUNA CADENA";"11/09/2000"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00368 A";"B";"BAJA";"2";"2 ESTRELLAS";"ALFONSO EL SABIO";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03004";"AVENIDA ALFONSO EL SABIO, 18";"AV";"AVENIDA";"ALFONSO EL SABIO";"18"; ; ;"H";"HOTEL";"H";"HOTEL";"77";"147";"NCD";"NO PERTENECE A NINGUNA CADENA";"21/02/1964";"15/11/2004";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01081 A";"B";"BAJA";"0";"PENSI?N";"ALHAMA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"CALLE MIGUEL SOLER,14, 001";"C";"CALLE";"MIGUEL SOLER,14";"001"; ; ;"P";"PENSI?N";"P";"PENSI?N";"4";"7";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/12/1987";"25/03/1993";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01232 A";"A";"ALTA";"4";"4 ESTRELLAS";"ALICANTE GOLF";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03540";"AVENIDA DE LAS NACIONES (PLAYA DE SAN JUAN), S/N.";"AV";"AVENIDA";"DE LAS NACIONES (PLAYA DE SAN JUAN)";"S/N.";"hotelhusaalicante@husa.es";"http://www.husa.es/";"H";"HOTEL";"H";"HOTEL";"156";"316";"NCD";"NO PERTENECE A NINGUNA CADENA";"17/01/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00707 A";"A";"ALTA";"4";"4 ESTRELLAS";"ALICANTE GRAN SOL AFFILIATED BY MELIA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"AVENIDA RAMBLA M?NDEZ N??EZ, 3";"AV";"AVENIDA";"RAMBLA M?NDEZ N??EZ";"3";"tryp.gran.sol@melia.com";"www.melia.com";"H";"HOTEL";"H";"HOTEL";"123";"258";"SOL";"MELI? HOTELS INTERNATIONAL";"23/01/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01243 A";"A";"ALTA";"0";"PENSI?N";"ALICANTE-SAN NICOL?S";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"CALLE SAN NICOL?S, 14";"C";"CALLE";"SAN NICOL?S";"14";"reservas@alicantesanicolas.com";"www.alicantesanicolas.com";"P";"PENSI?N";"P";"PENSI?N";"7";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/07/2002"; ; ; 
"CV H00433 A";"A";"ALTA";"3";"3 ESTRELLAS";"ALMIRANTE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03540";"AVENIDA NIZA (PLAYA DE SAN JUAN), 38";"AV";"AVENIDA";"NIZA (PLAYA DE SAN JUAN)";"38";"info@hotelalmirante.com";"http://www.hotelalmirante.com";"H";"HOTEL";"H";"HOTEL";"67";"139";"NCD";"NO PERTENECE A NINGUNA CADENA";"24/10/1964"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01467 A";"A";"ALTA"; ; ;"AMOR DE HELENE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03540";"CALLE ELISA TOM?S YUSTI, 4";"C";"CALLE";"ELISA TOM?S YUSTI";"4";"hostalbalicante@gmail.com"; ;"HS";"HOSTAL"; ; ;"16";"32";"NCD";"NO PERTENECE A NINGUNA CADENA";"11/08/2017"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01588 A";"A";"ALTA";"2";"2 ESTRELLAS";"APARTAMENTOS NAVAS";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03001";"CALLE NAVAS, 42";"C";"CALLE";"NAVAS";"42";"ap.navas42@gmail.com"; ;"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"5";"9";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/04/2022"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00307 A";"A";"ALTA";"0";"PENSI?N";"ARENA ALICANTE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03004";"CALLE SAN VICENTE, 49";"C";"CALLE";"SAN VICENTE";"49";"reservas@pensionarenaalicante.com";"www.pensionarenaalicante.com";"P";"PENSI?N";"P";"PENSI?N";"17";"32";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/03/1965"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01617 A";"A";"ALTA";"0";"PENSI?N";"ART HOUSE";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03005";"CALLE GENERAL GUTI?RREZ MELLADO , L. 3, 4 Y 5., 6";"C";"CALLE";"GENERAL GUTI?RREZ MELLADO , L. 3, 4 Y 5.";"6";"alicantepiso@hotmail.com"; ;"P";"PENSI?N"; ; ;"14";"27";"NCD";"NO PERTENECE A NINGUNA CADENA";"03/04/2023"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01230 A";"A";"ALTA";"0";"PENSI?N";"AYUNTAMIENTO";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"PLAZA AYUNTAMIENTO, 3";"PL";"PLAZA";"AYUNTAMIENTO";"3"; ;"www.pensionayuntamiento.es";"P";"PENSI?N";"P";"PENSI?N";"11";"19";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/12/2001"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01521 A";"A";"ALTA"; ; ;"B&B CALDERON 41";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03004";"CALLE CALDERON DE LA BARCA, 41-1?C";"C";"CALLE";"CALDERON DE LA BARCA";"41-1?C";"mariomartinezfunes@hotmail.com"; ;"P";"PENSI?N"; ; ;"2";"5";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/10/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00882 A";"B";"BAJA";"2";"2 ESTRELLAS";"BABIECA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03540";"CARRETERA CTRA PLAYA SAN JUAN KM 5, 000";"CR";"CARRETERA";"CTRA PLAYA SAN JUAN KM 5";"000"; ; ;"H";"HOTEL";"H";"HOTEL";"25";"50";"NCD";"NO PERTENECE A NINGUNA CADENA";"06/09/1973";"21/12/1998";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00630 A";"B";"BAJA";"2";"2 ESTRELLAS";"BAHIA";"03";"ALACANT";"014";"ALACANT/ALICANTE";"L'ALACANTI";"03002";"CALLE GRAVINA, 16";"C";"CALLE";"GRAVINA";"16";"info@hotelbahia.es";"http://www.hotelbahia.es";"H";"HOTEL";"H";"HOTEL";"22";"41";"NCD";"NO PERTENECE A NINGUNA CADENA";"02/09/1969";"21/04/2015";"SIEMPRE ABIERTO";"De Lunes a Domingo"
